submission_id,marketing_channel,loan_amount,age,income,fico,prequal_completed,prequal_rates_received,cosigner_invited,cosigner_active,full_form_in_progress,full_form_completed,offer_accepted
2328561,Paid,30000,29,65000,677,1,1,0,0,0,0,0
2645995,Partner,148000,41,115883,704,1,1,0,0,1,0,0
2271164,Partner,3000,42,54000,550,1,0,0,0,0,0,0
2314633,Organic,75000,33,51200,609,1,0,0,0,0,0,0
2708202,Paid,10000,66,15000,504,1,0,0,0,0,0,0
2890747,Organic,54819,24,28274,760,1,1,0,0,1,1,1
1890119,Organic,79479,24,30000,649,1,0,0,0,0,0,0
2001338,Paid,95695.04,31,35000,641,1,0,1,1,1,1,0
1958627,Partner,145000,62,200000,803,1,1,0,0,0,0,0
2477897,Partner,70000,29,50000,764,1,1,0,0,0,0,0
2080388,Organic,42000,34,150000,777,1,1,0,0,0,0,0
2617494,Partner,16700,48,48000,750,1,1,0,0,0,0,0
2344968,Partner,85000,57,100000,690,1,0,0,0,0,0,0
2520719,Paid,88577,24,26000,773,1,0,1,1,1,0,0
2194680,Partner,11325,29,37920,774,1,1,0,0,0,0,0
2783575,Paid,76000,27,63000,742,1,1,0,0,0,0,0
2344275,Paid,45000,24,50000,631,1,1,0,0,0,0,0
2628420,Organic,11488,27,25000,744,1,0,1,0,0,0,0
1929238,Paid,20389,25,60000,686,1,1,1,0,1,1,1
2582427,Partner,325000,35,185000,791,1,0,1,0,0,0,0
2170596,Paid,150102,66,30000.15,832,1,1,0,0,0,0,0
2890836,Partner,34300,68,35000,739,1,0,0,0,0,0,0
2311061,Partner,60003,21,12000,663,1,0,0,0,0,0,0
2552717,Organic,7117,29,100000,766,1,1,0,0,0,0,0
1979722,Paid,13783,28,76500,707,1,1,0,0,0,0,0
1997249,Paid,75000,27,60000,710,1,1,0,0,0,0,0
1939072,Paid,172000,30,88000,690,1,1,0,0,0,0,0
2243441,Paid,36410,31,52000,635,1,0,0,0,0,0,0
2843031,Partner,32721,33,24273,764,1,1,0,0,1,1,1
2526327,Partner,16750,32,75000,811,1,1,0,0,1,0,0
2462765,Organic,15500,43,60000,717,1,1,0,0,0,0,0
2750294,Paid,49555,29,102000,809,1,1,0,0,0,0,0
2500683,Partner,50000,26,38000,752,1,1,0,0,1,0,0
2509951,Organic,82000,26,62000,729,1,1,1,0,0,0,0
2867713,Paid,12000,42,66300,761,1,1,1,0,0,0,0
2995850,Paid,92454,37,93569,534,1,0,0,0,0,0,0
2815137,Partner,17000,23,8352,742,1,0,0,0,0,0,0
1914182,Partner,45183,25,53788,733,1,1,0,0,1,1,1
2935690,Paid,30000,30,50000,715,1,0,0,0,0,0,0
2434317,Paid,44735,28,44000,600,1,0,1,1,1,1,0
2828267,Organic,20000,25,60000,763,1,1,0,0,0,0,0
2231876,Partner,38000,26,49500,723,1,1,0,0,0,0,0
2036828,Paid,142826,35,103538,774,1,1,0,0,0,0,0
2441563,Organic,72000,22,50000,734,1,1,1,0,0,0,0
2958637,Partner,69000,33,77000,828,1,1,0,0,0,0,0
1931049,Paid,39887,36,75000,658,1,0,1,1,1,0,0
2160854,Paid,52400,31,51500,765,1,1,0,0,0,0,0
2526807,Paid,107068,23,42000,760,1,1,0,0,0,0,0
1905248,Partner,30935.91,25,36000,676,1,1,0,0,1,1,0
2646809,Organic,24597,22,28000,748,1,1,0,0,1,0,0
2181739,Partner,21444,25,27040,737,1,1,0,0,0,0,0
2168376,Partner,32719,26,60000,667,1,0,0,0,0,0,0
2682320,Partner,99805,26,60000,775,1,1,1,0,0,0,0
2582225,Partner,96000,28,60000,724,1,1,0,0,0,0,0
1935783,Paid,15000,27,40000,667,1,1,1,0,0,0,0
2228658,Partner,21500,52,120000,822,1,1,0,0,0,0,0
2545102,Partner,150000,57,225000,757,1,1,0,0,0,0,0
2920802,Paid,38383,26,33000,647,1,0,1,1,1,0,0
1989291,Partner,100000,29,72000,672,1,0,0,0,0,0,0
3002762,Paid,90000,25,50000,728,1,1,0,0,0,0,0
2045919,Partner,77405,59,5920,789,1,0,0,0,0,0,0
2545147,Paid,13000,46,76000,660,1,0,0,0,0,0,0
2226598,Paid,121942,25,32000,724,1,0,0,0,0,0,0
2963257,Partner,36941,36,135000,661,1,0,0,0,0,0,0
2291870,Paid,30150,31,60000,827,1,1,0,0,1,1,1
2520806,Partner,49000,32,47000,733,1,1,0,0,0,0,0
1949020,Partner,60000,24,21000,543,1,0,0,0,0,0,0
2927086,Paid,10000,46,44000,708,1,1,1,0,0,0,0
2652566,Paid,25000,46,105000,680,1,0,0,0,0,0,0
3083082,Partner,181000,32,48000,769,1,1,0,0,0,0,0
2778276,Paid,14971,24,40000,768,1,1,0,0,0,0,0
1949915,Partner,22000,42,90000,781,1,0,0,0,0,0,0
2253726,Paid,37000,32,93000,706,1,1,0,0,0,0,0
2217000,Paid,46000,27,60000,689,1,1,0,0,0,0,0
2672588,Organic,50000,33,160000,798,1,1,0,0,1,1,0
2091775,Partner,30000,42,73000,690,1,0,0,0,0,0,0
2018128,Paid,19000,54,85000,831,1,1,0,0,0,0,0
2646984,Paid,54000,31,50300,638,1,0,0,0,0,0,0
2950687,Organic,30000,34,120000,637,1,0,0,0,0,0,0
2505700,Organic,100000,30,140000,820,1,1,0,0,0,0,0
1891022,Paid,13300,30,37456,822,1,1,0,0,0,0,0
2051057,Partner,41168,31,36000,607,1,0,1,1,1,1,0
1969471,Paid,17743,31,40000,740,1,0,1,1,1,1,0
2014471,Partner,88493,33,130000,783,1,1,0,0,0,0,0
3076443,Organic,275000,30,145000,737,1,1,0,0,0,0,0
2277272,Partner,91000,35,75000,716,1,0,0,0,0,0,0
2595717,Organic,11900,27,28000,710,1,0,0,0,0,0,0
2543686,Partner,21766,36,35526,651,1,0,0,0,0,0,0
2127034,Paid,97000,25,31000,650,1,0,1,0,0,0,0
2486651,Partner,31610,23,25000,738,1,1,0,0,0,0,0
2112652,Paid,12500,41,140000,717,1,1,0,0,1,0,0
2219023,Paid,59000,26,32000,552,1,0,0,0,0,0,0
2367658,Partner,38000,31,75000,652,1,0,0,0,0,0,0
2585083,Organic,68146,26,35000,689,1,1,1,1,1,1,0
2769686,Organic,62000,37,30000,721,1,0,0,0,0,0,0
2212473,Partner,28000,23,40000,555,1,0,0,0,0,0,0
2034038,Partner,28775,34,32000,791,1,1,0,0,0,0,0
2975945,Organic,50000,26,40000,629,1,0,0,0,0,0,0
2272716,Partner,65000,27,70000,798,1,1,0,0,0,0,0
2091261,Organic,210000,39,325000,701,1,1,0,0,0,0,0
2819801,Organic,200000,33,109999,746,1,1,0,0,0,0,0
2120115,Organic,81100,25,55000,715,1,1,1,0,0,0,0
2167803,Organic,69000,31,75000,800,1,1,0,0,0,0,0
2208304,Paid,20000,29,50000,797,1,1,0,0,0,0,0
2235006,Partner,108000,30,183040,688,1,1,0,0,0,0,0
2773418,Organic,54305,34,80000,744,1,1,0,0,1,1,1
2099964,Partner,11423,48,47000,847,1,1,0,0,1,1,1
2800744,Partner,41707,26,43640,642,1,0,0,0,0,0,0
2532237,Paid,44015,31,47546,790,1,1,0,0,1,1,1
2186405,Partner,70000,50,105000,675,1,0,1,0,0,0,0
2697308,Paid,24000,29,10000,686,1,0,0,0,0,0,0
2506973,Partner,30000,27,30000,508,1,0,0,0,0,0,0
2919116,Partner,40000,28,48000,749,1,1,0,0,0,0,0
1930311,Partner,16464,28,40000,780,1,1,0,0,1,1,1
2973205,Partner,50000,36,67000,682,1,1,0,0,0,0,0
1938272,Partner,46000,31,63000,807,1,0,0,0,0,0,0
2365657,Paid,67000,24,75000,767,1,1,1,0,0,0,0
2270312,Partner,15338,26,28000,753,1,1,0,0,0,0,0
2827426,Organic,15022.45,23,17000,723,1,0,0,0,0,0,0
2282341,Paid,23868,28,50000,649,1,0,1,1,1,1,0
2804884,Partner,90000,25,100000,736,1,1,0,0,0,0,0
3121881,Partner,172500,27,80000,745,1,1,1,0,0,0,0
3089867,Paid,80000,26,28000,635,1,0,0,0,0,0,0
1940737,Organic,20000,29,35000,744,1,1,0,0,0,0,0
2245432,Partner,19382,22,12000,631,1,0,0,0,0,0,0
2274459,Paid,65000,33,130000,834,1,1,0,0,1,0,0
2599032,Partner,42000,33,33000,744,1,0,0,0,0,0,0
2005529,Partner,66416,35,62000,747,1,1,0,0,0,0,0
2756835,Paid,67000,33,47000,777,1,1,1,0,0,0,0
2295771,Partner,20944,33,32000,801,1,1,0,0,0,0,0
2758496,Partner,55000,28,43680,775,1,1,0,0,1,0,0
1961160,Partner,54093,36,72450,807,1,1,0,0,1,1,1
2546469,Organic,20000,25,25000,800,1,1,0,0,1,0,0
2826205,Paid,30780,38,79000,744,1,1,0,0,0,0,0
3037640,Partner,12884,50,75000,816,1,1,0,0,0,0,0
2536468,Paid,40000,37,47500,679,1,1,0,0,0,0,0
2834916,Partner,15500,33,75000,799,1,1,0,0,0,0,0
2210265,Partner,14378,24,69000,764,1,1,0,0,1,0,0
1955196,Organic,94636,25,26000,692,1,1,0,0,1,1,0
2560522,Paid,130000,33,154400,666,1,1,0,0,0,0,0
2094791,Paid,53000,34,85000,786,1,1,0,0,0,0,0
1886023,Paid,100000,33,135000,801,1,1,1,0,0,0,0
2996755,Organic,49000,25,29000,727,1,1,0,0,0,0,0
2678777,Organic,29212.94,26,65000,746,1,1,0,0,1,0,0
2507646,Partner,58198,51,90000,756,1,1,0,0,1,1,1
2040513,Paid,22037,27,34000,627,1,0,0,0,0,0,0
2119527,Partner,60000,33,55215,796,1,1,0,0,1,0,0
2305552,Partner,205000,35,120000,818,1,1,0,0,1,1,0
2180856,Partner,200000,33,190000,661,1,0,1,0,0,0,0
2370161,Partner,26199,30,64000,721,1,1,0,0,1,1,0
2053401,Paid,28574,35,100000,811,1,1,0,0,0,0,0
2041899,Organic,20000,26,50000,630,1,0,1,0,0,0,0
2139232,Organic,22960,39,43000,696,1,0,0,0,0,0,0
1990297,Paid,25777,27,60000,699,1,1,0,0,0,0,0
2157895,Organic,92821,26,26780,580,1,0,0,0,0,0,0
1964207,Paid,121988,24,30000,735,1,0,1,1,1,0,0
2160348,Partner,20000,50,107000,787,1,1,0,0,0,0,0
2313292,Paid,36239,45,76488,723,1,1,1,1,1,1,0
2232198,Partner,29149,25,19883,564,1,0,0,0,0,0,0
2569533,Paid,151734,28,59225,719,1,1,1,0,1,1,0
2981856,Partner,120000,25,20000,713,1,1,0,0,0,0,0
2386378,Organic,300000,37,52000,687,1,0,0,0,0,0,0
2077269,Organic,50000,26,30000,624,1,0,0,0,0,0,0
2826525,Paid,43398,43,115000,846,1,1,0,0,1,1,1
2029636,Partner,13000,35,32000,773,1,0,1,0,0,0,0
1978477,Partner,26374,27,77000,716,1,1,0,0,1,0,0
2300902,Partner,127327.54,29,78000,801,1,1,0,0,1,1,0
2310444,Organic,5000,19,10000,649,1,0,1,0,0,0,0
2091719,Partner,150000,55,114500,731,1,1,0,0,0,0,0
3120941,Paid,159000,67,180000,797,1,1,0,0,1,0,0
2479812,Paid,120000,27,55000,701,1,1,0,0,0,0,0
2403756,Paid,48000,32,80000,699,1,0,0,0,0,0,0
3098377,Partner,158000,57,74000,607,1,0,1,0,0,0,0
2578154,Paid,28000,24,41600,740,1,1,0,0,0,0,0
2652276,Organic,27000,28,52000,659,1,0,0,0,0,0,0
3050200,Paid,69000,34,46000,739,1,0,0,0,0,0,0
2136505,Organic,155000,34,74800,793,1,1,0,0,0,0,0
2287403,Partner,17361,29,54000,705,1,1,0,0,1,1,0
2431187,Organic,118670,33,50200,524,1,0,1,1,1,0,0
2607624,Partner,38800,33,28900,809,1,1,0,0,0,0,0
2630301,Partner,10000,34,28000,493,1,0,0,0,0,0,0
3067780,Partner,66201.45,25,45500,757,1,1,1,0,1,1,0
1937147,Organic,50000,35,120000,824,1,1,0,0,0,0,0
2432714,Paid,58000,31,47000,710,1,1,0,0,0,0,0
2047090,Paid,41351,39,60000,835,1,1,1,1,1,0,0
2940030,Partner,146000,41,167000,765,1,1,0,0,0,0,0
2296426,Partner,25000,40,24000,667,1,0,1,0,0,0,0
2865861,Partner,16000,31,50000,723,1,1,0,0,0,0,0
2971568,Paid,34281,36,73000,815,1,1,0,0,1,1,0
2863946,Paid,79000,45,90000,692,1,0,0,0,0,0,0
2643918,Partner,93000,37,160000,642,1,0,0,0,0,0,0
1904428,Paid,24800,29,37000,571,1,0,0,0,0,0,0
2254512,Paid,19528,25,78000,734,1,1,1,1,1,0,0
2096402,Paid,78661,30,52000,662,1,0,1,1,1,1,0
2600697,Paid,30000,29,43000,822,1,1,0,0,1,1,0
2810979,Organic,56729,28,36000,663,1,1,0,0,1,1,1
2056863,Partner,86833,47,104000,631,1,1,0,0,0,0,0
2232285,Partner,29482,26,49500,764,1,1,1,0,0,0,0
2095424,Paid,25576,26,25000,712,1,1,0,0,0,0,0
2232834,Paid,25860,34,75000,780,1,1,0,0,1,0,0
2183400,Organic,47700,26,32000,742,1,1,1,0,0,0,0
1891883,Partner,50000,61,85000,657,1,0,0,0,0,0,0
2452708,Paid,150000,52,30000,611,1,0,0,0,0,0,0
2306562,Partner,61590,36,106000,703,1,0,1,1,1,1,0
2015281,Paid,15000,32,52616,803,1,1,0,0,0,0,0
2365422,Partner,66000,30,80000,756,1,1,1,0,0,0,0
2730397,Organic,172789,25,40000,700,1,0,1,1,1,1,1
1995858,Partner,65000,31,50000,677,1,0,0,0,0,0,0
2169340,Organic,14116,31,51000,653,1,0,1,0,0,0,0
1897948,Paid,18591,55,55000,790,1,1,0,0,1,1,1
2557890,Partner,68000,41,244187,835,1,1,0,0,0,0,0
2111267,Organic,45000,34,71000,605,1,0,0,0,0,0,0
3124617,Partner,101000,60,52000,634,1,0,0,0,0,0,0
2504123,Organic,38030,25,36400,693,1,1,1,0,1,1,1
3003996,Partner,68752.18,24,40000,673,1,0,1,1,1,1,0
2092781,Paid,73000,50,30000,785,1,0,0,0,0,0,0
2927502,Partner,57000,28,32000,732,1,1,0,0,0,0,0
3033161,Partner,16229,24,67200,726,1,1,1,0,0,0,0
2276560,Organic,192500,39,135000,778,1,1,1,0,1,1,0
1891462,Partner,199733,32,85000,834,1,1,0,0,1,1,1
2980121,Paid,100000,28,38000,690,1,0,0,0,0,0,0
2831295,Partner,17000,39,7800,552,1,0,0,0,0,0,0
2992031,Organic,120000,26,71400,687,1,1,0,0,0,0,0
2075623,Organic,3500,21,200,657,1,0,0,0,0,0,0
2633789,Paid,50381,32,141000,715,1,1,0,0,0,0,0
2351611,Paid,22000,46,120000,809,1,1,0,0,0,0,0
1980068,Organic,15911,31,46000,810,1,1,0,0,0,0,0
2793479,Paid,201000,29,87000,730,1,1,0,0,0,0,0
2081684,Organic,47000,28,43000,547,1,0,0,0,0,0,0
2210939,Organic,50000,37,135000,743,1,1,0,0,0,0,0
2553587,Partner,28000,43,185000,803,1,1,0,0,0,0,0
2239272,Paid,13000,43,80000,774,1,1,0,0,0,0,0
2629347,Partner,136000,27,61000,778,1,1,0,0,0,0,0
2576600,Partner,31000,27,80000,703,1,1,1,0,0,0,0
2474417,Partner,1500,20,10000,554,1,0,0,0,0,0,0
2135563,Paid,40487,23,23000,691,1,0,1,1,1,1,0
2363643,Paid,15107,28,40000,771,1,1,1,0,1,1,0
2621123,Partner,38000,43,118000,689,1,1,0,0,0,0,0
2717249,Partner,48900,35,13692,820,1,1,1,0,0,0,0
2691992,Partner,50000,22,59000,756,1,1,0,0,0,0,0
2067672,Organic,10873,58,125000,850,1,1,0,0,1,1,0
2976397,Partner,220000,35,400000,826,1,1,1,0,0,0,0
3037180,Partner,88000,62,53000,792,1,1,0,0,0,0,0
1996419,Partner,25000,29,48500,487,1,0,0,0,0,0,0
2683434,Partner,387000,33,185000,681,1,0,0,0,0,0,0
2851974,Paid,18000,30,88500,722,1,1,0,0,1,0,0
3027830,Partner,43000,28,25000,743,1,1,0,0,0,0,0
2797939,Partner,35425,52,14400,647,1,0,1,1,1,1,0
2303661,Partner,260000,33,40000,761,1,1,1,0,0,0,0
2656698,Partner,114000,35,150000,754,1,1,0,0,0,0,0
2080650,Paid,58000,29,66000,734,1,1,0,0,0,0,0
3031799,Organic,18700,46,63771,760,1,1,0,0,0,0,0
2005234,Partner,181000,36,12000,460,1,0,0,0,0,0,0
2624858,Partner,51968,28,40000,788,1,1,0,0,0,0,0
2551195,Organic,34000,31,85000,638,1,0,0,0,0,0,0
3047119,Paid,60000,28,29000,590,1,0,0,0,0,0,0
2184462,Organic,27500,30,52000,788,1,1,0,0,1,0,0
2136836,Organic,77867,29,41932,710,1,1,0,0,0,0,0
3054862,Partner,45000,27,38000,505,1,0,0,0,0,0,0
2408326,Paid,150000,33,30000,477,1,0,0,0,0,0,0
2926129,Paid,13500,49,70000,762,1,1,0,0,0,0,0
1957016,Partner,47000,29,72000,708,1,1,0,0,0,0,0
1902986,Partner,65000,25,40000,698,1,0,0,0,0,0,0
2031004,Paid,126000,28,180000,722,1,1,0,0,0,0,0
2682021,Partner,67000,30,78000,613,1,0,0,0,0,0,0
2408072,Organic,49000,25,37440,770,1,1,0,0,0,0,0
2495244,Paid,65000,28,37500,679,1,0,0,0,0,0,0
2301463,Paid,18000,45,90000,735,1,1,1,0,0,0,0
2325161,Organic,24915,27,78000,798,1,1,1,0,0,0,0
2375898,Partner,37432,31,160000,738,1,1,0,0,0,0,0
2154022,Partner,39000,23,27560,751,1,1,0,0,0,0,0
2472979,Paid,100000,31,65000,585,1,0,0,0,0,0,0
2893209,Paid,21000,28,50000,624,1,0,1,0,0,0,0
2530898,Paid,21700,35,104000,816,1,1,0,0,0,0,0
3038797,Organic,67573,31,89900,803,1,1,1,1,1,1,0
2981219,Partner,20000,33,21200,691,1,0,0,0,0,0,0
2066427,Paid,30000,29,48000,765,1,1,0,0,0,0,0
3004430,Partner,137000,35,65000,766,1,1,0,0,0,0,0
2952146,Organic,28000,25,75000,763,1,1,0,0,0,0,0
2089328,Organic,35000,24,33000,838,1,1,0,0,0,0,0
2514281,Paid,16000,28,41000,701,1,1,1,0,1,1,0
2047793,Partner,21059,28,38000,790,1,1,0,0,0,0,0
3109990,Partner,62000,35,80000,832,1,1,0,0,0,0,0
2877003,Paid,6511,30,52000,689,1,1,0,0,0,0,0
2369409,Paid,44000,71,95000,712,1,1,0,0,0,0,0
3095911,Organic,310000,30,66000,761,1,0,0,0,0,0,0
2728118,Partner,95725,28,3000,700,1,0,0,0,0,0,0
2027428,Paid,131573,32,60000,767,1,1,0,0,0,0,0
2237297,Organic,31734,30,46000,696,1,0,0,0,0,0,0
2968038,Partner,47000,33,67593,751,1,0,0,0,0,0,0
2048891,Paid,83000,33,47500,691,1,1,0,0,0,0,0
3095180,Partner,19474,24,25000,672,1,0,0,0,0,0,0
2499031,Organic,175000,29,110000,766,1,1,0,0,0,0,0
2997830,Paid,26891,30,77250,551,1,0,0,0,0,0,0
2023741,Paid,84000,26,67500,747,1,1,0,0,0,0,0
2766667,Partner,16495,29,31000,640,1,0,0,0,0,0,0
2685126,Partner,40000,34,130000,793,1,1,0,0,0,0,0
2397743,Organic,109000,41,257000,680,1,1,0,0,0,0,0
2192400,Partner,75813,23,54000,725,1,1,1,0,0,0,0
2973124,Paid,37000,35,32000,655,1,1,1,0,0,0,0
2591908,Paid,72202,30,22000,790,1,0,0,0,0,0,0
2426394,Paid,88469,27,5000,552,1,0,0,0,0,0,0
3093778,Organic,50000,28,50000,587,1,0,1,0,0,0,0
2418516,Partner,13000,30,41000,547,1,0,1,0,0,0,0
1904638,Partner,50262,32,71000,649,1,0,0,0,0,0,0
2039819,Partner,12500,26,200008,780,1,1,0,0,0,0,0
2729853,Paid,58063,46,53000,661,1,0,0,0,0,0,0
2878759,Paid,88000,54,114000,759,1,1,0,0,0,0,0
2937558,Paid,41560,56,56538,686,1,0,1,0,0,0,0
2779708,Organic,21687,30,49000,733,1,1,1,1,1,0,0
1962478,Partner,16000,33,20000,816,1,0,1,0,0,0,0
2806862,Partner,29000,31,145000,815,1,1,0,0,0,0,0
2751452,Partner,80000,31,110000,739,1,1,0,0,0,0,0
2847966,Partner,52000,28,18000,540,1,0,0,0,0,0,0
2326495,Organic,49066,33,138987,701,1,1,0,0,1,1,0
2604934,Paid,32000,26,62000,740,1,1,0,0,0,0,0
2520386,Paid,30000,35,65000,779,1,1,0,0,0,0,0
2118877,Organic,8600,29,70000,775,1,0,0,0,0,0,0
2098663,Paid,73000,30,78000,761,1,1,0,0,0,0,0
2639221,Organic,303844,45,250000,786,1,1,0,0,1,1,1
2766405,Partner,13277,56,16000,810,1,0,1,1,1,1,1
2767097,Partner,12631,41,108000,763,1,1,0,0,1,1,0
2595970,Partner,67000,38,52000,700,1,0,0,0,0,0,0
3039611,Partner,76000,32,81000,798,1,1,0,0,0,0,0
2581706,Partner,63321,24,43000,804,1,1,0,0,1,1,0
2707174,Paid,24000,30,40000,618,1,0,1,0,0,0,0
2162449,Paid,25000,40,134000,650,1,1,0,0,0,0,0
1973473,Organic,40000,30,35000,685,1,0,1,0,0,0,0
2980300,Organic,74275.76,23,56000,736,1,1,0,0,1,1,0
2344268,Paid,46403,27,60000,649,1,0,0,0,0,0,0
2436102,Paid,27160,26,52000,781,1,1,0,0,1,1,1
2355244,Paid,97500,35,122000,812,1,1,0,0,0,0,0
2678052,Organic,173800,32,67000,795,1,1,0,0,0,0,0
1966028,Partner,20000,30,70000,809,1,1,0,0,0,0,0
2796687,Paid,34600,25,56500,668,1,0,0,0,0,0,0
2427973,Organic,60000,25,17000,692,1,0,0,0,0,0,0
2597704,Partner,52041,33,144000,787,1,1,0,0,0,0,0
2390059,Organic,45000,27,60360,516,1,0,0,0,0,0,0
2243888,Partner,9200,28,60000,721,1,1,0,0,0,0,0
2408669,Paid,25000,32,30000,543,1,0,0,0,0,0,0
2801759,Organic,35000,32,83000,751,1,1,0,0,1,0,0
2859987,Organic,42780,30,100000,706,1,1,0,0,0,0,0
2174630,Organic,53000,24,54235,760,1,1,1,0,0,0,0
2519773,Paid,28000,32,92000,827,1,1,0,0,0,0,0
2565157,Organic,96000,31,34000,731,1,1,0,0,0,0,0
3131992,Paid,250000,40,210000,657,1,1,0,0,0,0,0
2877281,Partner,68251,38,40000,648,1,0,1,1,1,1,0
3119541,Partner,250000,36,125000,799,1,1,0,0,0,0,0
2573226,Organic,30000,30,53000,692,1,1,0,0,0,0,0
2262840,Partner,218161,34,210000,671,1,0,1,1,1,1,0
2028847,Paid,26841,29,32000,779,1,1,0,0,1,1,0
2044436,Partner,408000,45,250000,748,1,0,0,0,0,0,0
2012831,Organic,87026,35,65000,793,1,1,0,0,0,0,0
1957637,Partner,30000,31,12000,612,1,0,1,0,0,0,0
2843435,Paid,289000,29,112000,780,1,1,0,0,0,0,0
3027811,Partner,42000,29,100000,676,1,1,0,0,1,0,0
2322324,Partner,20800,30,100000,737,1,1,0,0,0,0,0
2372245,Paid,25000,36,67000,680,1,0,1,0,0,0,0
2547308,Organic,8902,31,54000,735,1,0,0,0,0,0,0
2063338,Partner,76056,26,110000,697,1,1,0,0,1,1,0
2135574,Paid,73000,32,49700,579,1,0,0,0,0,0,0
2484982,Partner,250000,27,40000,726,1,0,0,0,0,0,0
2051781,Partner,400000,30,85000,725,1,1,0,0,0,0,0
2055633,Paid,71000,32,60000,702,1,1,0,0,0,0,0
2203809,Paid,70000,33,45000,739,1,0,1,0,0,0,0
2118218,Paid,365000,32,174000,668,1,1,0,0,0,0,0
2537076,Partner,35000,38,160000,724,1,1,0,0,0,0,0
2724488,Paid,42795,33,220000,718,1,1,0,0,0,0,0
2020933,Partner,3000,23,12000,626,1,0,0,0,0,0,0
2994479,Paid,51092,29,43000,822,1,1,1,0,1,1,1
2196022,Paid,43198,24,45000,760,1,1,1,1,1,1,0
2879792,Organic,17624,32,57482,613,1,0,0,0,0,0,0
2442588,Partner,200000,31,150000,763,1,1,0,0,0,0,0
2275681,Partner,60000,27,61000,617,1,0,1,0,0,0,0
2671118,Paid,45000,40,85000,820,1,1,0,0,0,0,0
2032768,Paid,65000,25,125000,778,1,1,0,0,0,0,0
2156709,Partner,36840,23,40000,835,1,1,0,0,0,0,0
2690614,Partner,79000,40,83000,625,1,0,1,0,0,0,0
2889063,Partner,6000,21,4830,570,1,0,0,0,0,0,0
2400421,Organic,41602,26,27000,636,1,0,1,1,1,1,0
2538209,Partner,176409,32,235000,786,1,1,0,0,0,0,0
2929085,Organic,73000,46,75000,717,1,0,1,0,0,0,0
1974980,Organic,180446,51,150000,738,1,1,0,0,1,1,1
2661196,Paid,150000,32,124000,766,1,1,0,0,0,0,0
3097219,Paid,30000,30,60000,709,1,1,0,0,0,0,0
2907983,Partner,41618,39,111000,693,1,1,0,0,0,0,0
2786164,Organic,60000,32,24000,668,1,0,0,0,0,0,0
2962531,Partner,50000,64,150000,680,1,0,0,0,0,0,0
2688743,Organic,40767,31,54100,794,1,1,1,0,1,1,0
2658388,Partner,55749,48,98000,791,1,1,0,0,1,1,0
2090599,Paid,40000,29,97500,730,1,1,0,0,0,0,0
2743765,Paid,58139,27,48000,718,1,1,0,0,0,0,0
2808782,Partner,7500,24,20000,729,1,0,0,0,0,0,0
2780224,Paid,75000,47,50000,701,1,0,0,0,0,0,0
